Age,Department,Distance_From_Home,Years_At_Company,Average_Monthly_Hours,Number_Of_Projects,Satisfaction_Level,Last_Evaluation,Salary,Attrition
32,HR,7,0,188,4,0.77,0.9,9996.5,0
48,Engineering,13,4,164,4,0.87,0.42,12762.59,0
24,Sales,29,6,267,5,0.12,0.92,9703.76,1
38,HR,23,5,248,2,0.14,0.99,11218.75,1
49,Engineering,8,1,180,2,0.74,0.88,12686.22,0
50,Sales,12,5,205,3,0.2,0.81,12807.29,1
42,HR,4,3,196,4,0.73,0.94,10628.28,0
37,IT,16,6,239,3,0.37,0.95,12669.88,0
58,Marketing,26,5,261,3,0.18,0.84,12961.83,1
41,Sales,29,7,162,4,0.83,0.58,11303.41,0
27,Engineering,29,1,157,3,0.79,0.42,9728.78,0
40,Sales,6,4,184,4,0.73,0.32,9976.34,1
26,Engineering,5,8,108,3,0.77,0.38,10567.84,1
24,Sales,1,1,203,6,0.84,0.84,8054.07,0
22,Engineering,14,2,171,3,0.84,0.88,9748.19,0
59,HR,29,6,243,3,0.37,0.97,12539.04,1
36,IT,9,6,160,6,0.61,0.38,12121.46,1
55,HR,18,4,167,2,0.78,0.97,12711.83,0
56,IT,6,4,154,4,0.64,0.35,12723.07,0
46,HR,15,7,237,5,0.29,0.95,13045.47,0
45,HR,16,8,160,6,0.77,0.81,12665.92,0
33,Sales,8,2,178,2,0.97,0.87,9002.01,0
39,Marketing,19,6,184,3,0.61,0.32,10643.31,0
36,Engineering,5,10,264,2,0.26,0.94,14674.0,1
37,Engineering,14,5,231,6,0.34,0.88,12394.81,0
48,Engineering,7,2,202,3,0.92,0.82,12508.89,0
29,IT,4,2,265,2,0.4,0.87,10792.04,0
46,Engineering,28,5,162,5,0.72,0.35,11690.42,0
38,Engineering,21,8,130,4,0.88,0.42,12607.47,0
50,Sales,1,5,213,4,0.15,0.86,11768.29,1
29,HR,4,6,172,6,0.77,0.92,10538.33,0
36,Engineering,14,2,166,3,0.7,0.86,11506.48,0
48,Marketing,23,8,196,3,0.88,0.9,13266.73,0
28,Engineering,16,2,270,4,0.3,0.89,10962.12,0
24,IT,28,3,240,2,0.33,0.86,10064.66,1
50,IT,26,7,153,3,0.63,0.32,13336.89,0
45,IT,7,0,232,5,0.12,0.87,12212.82,1
24,Engineering,10,6,195,5,0.93,0.79,10699.92,0
41,Sales,10,2,266,3,0.17,0.95,11464.08,1
36,Marketing,4,5,152,3,0.82,0.42,9452.26,0
46,Engineering,12,4,120,4,0.88,0.49,13097.49,0
51,Sales,6,11,217,6,0.75,0.9,13732.24,0
35,Sales,13,4,219,4,0.32,0.9,10477.87,1
28,Engineering,21,10,128,6,0.84,0.52,12236.84,0
38,Engineering,1,7,256,5,0.35,0.99,12690.96,1
41,Sales,8,3,197,6,0.74,0.85,11042.04,0
57,Sales,28,6,233,4,0.32,0.83,13531.12,1
30,Sales,23,4,175,3,0.96,0.75,10018.45,0
59,Engineering,16,6,208,6,0.8,0.75,14570.7,0
43,Sales,5,3,229,4,0.15,0.93,10713.88,1
23,IT,29,5,182,5,0.73,0.72,11292.96,0
45,Engineering,26,8,251,6,0.32,0.94,14391.47,1
29,IT,26,5,166,5,0.73,0.97,11464.1,0
32,HR,7,10,155,5,0.87,0.51,11326.21,0
34,Engineering,26,5,174,2,0.69,0.37,10293.33,0
38,HR,3,8,139,6,0.7,0.49,11230.99,0
29,Sales,24,5,235,4,0.24,0.85,10421.11,1
42,Sales,21,6,195,6,0.88,0.98,11864.2,0
39,Marketing,2,5,273,6,0.27,0.9,11550.63,1
51,Sales,2,5,173,5,0.76,0.97,12943.44,0
39,HR,20,6,145,5,0.83,0.35,10543.03,0
52,Sales,23,3,175,5,0.81,0.71,12401.01,0
59,Engineering,10,4,245,5,0.12,0.93,15139.64,1
53,Sales,20,4,144,4,0.85,0.41,11637.66,0
32,Marketing,9,6,157,3,0.7,0.35,9868.01,0
46,Sales,18,5,207,2,0.89,0.83,11623.74,0
54,HR,6,9,261,5,0.26,0.93,13627.47,1
59,HR,20,8,277,5,0.38,0.86,14418.37,1
29,Sales,6,4,232,2,0.28,0.84,9671.84,0
32,HR,26,9,155,5,0.81,0.84,11073.66,0
43,HR,25,11,243,3,0.38,0.95,13103.85,0
45,Marketing,10,0,155,6,0.74,0.5,9172.94,0
38,Engineering,28,8,217,2,0.34,0.81,14191.28,0
33,Marketing,25,3,152,4,1.0,0.84,10296.86,0
53,IT,9,7,161,2,0.75,0.94,14792.08,0
36,Marketing,9,9,190,3,0.89,0.42,11355.16,0
37,Sales,3,2,145,4,0.73,0.47,9500.25,0
43,Engineering,12,0,239,6,0.12,0.94,11244.21,1
49,Sales,11,8,263,5,0.2,0.9,12508.74,1
41,IT,14,5,217,2,0.28,0.86,13340.71,1
54,Engineering,25,0,194,4,0.72,0.7,11626.66,0
31,HR,19,13,148,2,0.63,0.54,12066.63,1
53,Marketing,10,7,190,6,0.85,0.74,12527.24,0
54,Sales,19,7,162,2,0.77,0.34,12297.29,0
23,IT,5,5,183,4,0.76,0.93,11032.21,0
54,HR,22,3,143,3,0.61,0.41,11392.29,0
54,Marketing,9,5,133,4,0.65,0.41,10568.4,1
34,HR,1,1,262,2,0.23,0.86,9980.57,1
51,Marketing,15,3,154,6,0.72,0.36,11083.1,0
54,Engineering,24,6,121,5,0.68,0.56,14318.17,0
34,HR,4,0,225,5,0.74,0.83,9518.03,0
47,HR,26,3,149,6,0.78,0.98,11722.8,0
43,HR,7,2,151,2,0.72,0.56,9705.43,0
23,Engineering,6,5,262,6,0.26,0.87,11252.9,1
59,IT,15,7,138,2,0.79,0.44,14525.61,0
47,Marketing,6,7,150,4,0.67,0.4,12038.83,0
36,HR,7,8,261,3,0.22,0.9,12119.39,1
55,Engineering,20,9,186,2,0.93,0.8,15351.18,0
32,IT,22,7,155,5,0.9,0.91,12844.19,0
24,Marketing,3,6,219,5,0.96,0.81,10083.57,0
27,Engineering,21,5,228,3,0.3,0.91,12062.77,0
30,Marketing,29,4,184,2,0.76,0.93,10921.03,0
27,HR,29,7,207,3,0.85,0.73,10566.9,0
30,IT,13,4,154,4,0.63,0.4,10766.93,0
52,Engineering,2,11,147,3,0.84,0.5,14884.46,0
53,IT,3,8,178,4,0.86,0.75,14528.76,0
33,HR,13,7,154,5,0.63,0.45,9933.37,0
29,IT,9,5,179,4,0.86,0.57,9432.49,0
29,IT,22,4,187,2,0.84,0.54,10252.18,0
49,Sales,19,7,101,2,0.87,0.47,11845.28,0
41,IT,18,2,249,2,0.28,0.81,11669.26,1
28,Marketing,5,10,172,2,0.85,0.96,11950.84,0
32,Engineering,10,4,151,6,0.98,0.83,11155.13,0
41,Sales,14,6,225,4,0.81,0.83,11184.32,0
37,Engineering,21,2,256,2,0.34,0.89,10523.99,1
25,Engineering,17,7,204,3,0.95,0.86,12055.95,0
27,HR,3,4,224,3,0.32,0.91,9279.3,0
43,HR,7,7,230,6,0.12,0.83,11709.95,1
47,Sales,9,7,130,4,0.8,0.31,11693.38,0
24,HR,5,3,155,4,0.83,0.38,7617.84,0
35,HR,4,2,111,4,0.66,0.57,9420.85,0
32,HR,3,10,256,6,0.13,0.89,11374.44,1
39,Engineering,26,4,171,4,0.69,0.43,11441.89,0
33,Sales,13,6,243,4,0.31,0.99,10784.48,0
44,Engineering,9,6,195,2,1.0,0.7,12968.96,0
33,Marketing,23,1,141,4,0.61,0.55,9450.14,0
34,Engineering,28,6,150,2,0.92,0.89,11654.96,0
46,Marketing,7,5,143,2,0.67,0.45,11713.17,0
40,IT,29,3,253,4,0.11,0.83,11607.98,1
57,IT,8,2,161,3,0.92,0.76,13744.78,0
29,Marketing,10,7,250,5,0.38,0.87,11271.24,0
50,Marketing,1,8,149,3,0.87,0.58,12782.16,0
53,Engineering,27,6,176,4,0.71,0.97,13935.99,0
39,Marketing,20,1,244,4,0.26,0.81,9966.19,1
27,Sales,29,2,162,3,0.98,0.91,10395.53,0
39,IT,29,4,155,4,0.86,0.41,11425.49,0
40,IT,21,10,224,2,0.29,0.95,14345.36,0
43,Marketing,21,4,270,6,0.15,0.99,11385.07,1
58,HR,1,4,258,4,0.26,0.88,13023.49,1
53,HR,19,0,190,4,0.99,0.87,11005.68,0
24,Marketing,2,3,218,3,0.7,0.71,8866.31,0
49,Sales,12,1,232,2,0.16,0.84,10728.24,0
31,HR,23,2,228,3,0.21,0.88,8950.09,1
56,Marketing,13,5,188,3,0.73,0.71,13686.45,0
50,Sales,14,4,189,4,0.73,0.49,11132.34,0
36,Sales,5,10,158,2,0.85,0.43,13055.81,0
54,Engineering,3,8,152,4,0.85,0.43,14368.06,0
28,Sales,27,3,256,4,0.29,0.84,9670.82,0
33,HR,24,2,180,4,0.86,0.98,9701.94,0
51,HR,17,9,169,4,0.82,1.0,13502.83,0
42,Marketing,1,10,251,6,0.28,0.85,12766.49,1
52,Marketing,14,0,167,5,0.61,0.55,9876.36,0
45,Sales,6,5,136,2,0.69,0.36,10254.26,0
41,IT,17,4,182,6,0.89,0.41,12509.29,0
58,Engineering,4,7,279,5,0.27,0.98,15765.75,0
25,IT,6,7,175,5,0.9,0.82,12491.33,0
49,Sales,1,4,155,5,0.76,0.59,11832.78,0
41,Sales,29,0,169,6,0.79,0.55,8889.5,0
45,IT,9,7,158,2,0.88,0.38,12093.91,0
53,Engineering,4,9,229,3,0.15,0.9,15063.52,0
57,IT,9,4,264,5,0.1,0.87,14183.09,1
55,Marketing,9,3,154,3,0.99,0.91,12789.15,0
57,HR,29,4,241,3,0.21,0.83,12540.63,1
23,Marketing,22,5,176,4,0.73,0.97,11227.23,0
36,HR,13,4,141,3,0.74,0.36,9306.54,0
55,Sales,23,6,164,4,0.69,0.36,12316.05,0
57,Engineering,29,5,169,2,0.79,0.42,13233.04,0
27,IT,17,5,139,2,0.87,0.59,11084.86,0
33,Engineering,21,7,237,4,0.26,0.82,12473.71,1
24,IT,3,4,108,2,0.73,0.47,9924.74,0
39,Marketing,26,4,185,5,0.86,0.99,10765.88,0
42,Marketing,26,7,161,2,0.76,0.9,12166.67,0
36,IT,29,2,252,4,0.11,0.83,11786.69,1
54,Engineering,6,2,162,5,0.77,0.51,12034.47,0
56,IT,20,1,228,3,0.15,0.92,13221.1,1
47,Sales,15,8,234,3,0.22,0.93,13208.09,0
29,Marketing,29,5,220,3,0.13,0.82,10386.35,0
57,Sales,14,1,210,4,0.92,0.98,12898.11,0
51,Marketing,13,8,265,3,0.33,0.85,13494.46,0
44,Marketing,9,3,225,2,0.11,0.8,10700.74,1
35,HR,23,2,235,3,0.12,0.84,9487.81,1
35,Sales,15,4,252,6,0.14,0.98,10375.82,1
23,Sales,14,5,157,6,0.88,0.86,9208.11,0
58,HR,4,4,247,3,0.13,0.86,12835.39,1
26,Engineering,29,7,238,3,0.16,0.91,12234.93,1
59,Sales,11,7,139,6,0.91,0.86,14131.54,0
35,IT,22,6,126,3,0.85,0.37,11864.12,0
46,HR,2,9,146,5,0.92,0.93,13777.54,0
41,Sales,16,3,136,6,0.74,0.33,9321.47,0
23,Engineering,19,2,250,4,0.11,0.82,10862.88,1
27,Sales,16,2,152,6,0.95,0.77,8526.56,0
38,Marketing,27,5,237,2,0.38,0.99,11455.93,1
46,IT,7,2,145,5,0.77,0.47,11537.83,0
49,HR,11,5,106,4,0.85,0.6,11585.65,0
23,Marketing,12,5,252,3,0.16,0.8,9738.06,1
56,Engineering,4,8,180,2,0.85,0.87,14514.1,0
58,Marketing,16,6,206,2,0.97,0.89,12961.49,0
26,Marketing,28,4,188,5,0.95,0.74,9663.59,0
22,Engineering,26,4,197,4,0.75,0.76,10412.78,0
33,Marketing,16,2,111,2,0.88,0.31,8391.02,0
57,HR,7,5,242,4,0.3,0.97,12575.38,0
44,Sales,25,6,247,4,0.21,0.89,11845.96,1
52,Marketing,13,5,168,2,0.67,0.42,11887.59,0
32,HR,5,6,174,4,0.81,0.33,9383.92,0
31,Sales,1,3,174,5,0.71,0.9,10487.23,0
24,Sales,5,6,171,2,0.88,0.37,9480.6,0
35,Marketing,22,10,168,5,0.8,0.4,11126.62,0
37,HR,14,0,185,5,0.65,0.47,8351.28,0
31,Marketing,11,1,177,4,0.83,0.8,7620.94,0
50,Engineering,2,5,171,4,0.79,0.76,12988.45,0
31,Sales,24,4,174,2,0.8,0.71,9152.77,0
33,Marketing,29,11,173,3,0.66,0.52,10932.58,0
51,Sales,18,6,155,2,0.92,0.87,12630.72,0
22,HR,15,4,246,5,0.39,0.8,9164.62,0
26,IT,14,0,183,4,0.8,0.75,10510.8,0
41,Marketing,25,7,158,5,0.78,0.51,11260.56,0
29,Marketing,13,3,111,6,0.81,0.43,7636.03,0
33,Sales,2,3,153,6,0.86,0.53,8889.06,0
22,HR,19,4,167,5,0.77,0.87,9439.79,0
41,Engineering,8,1,217,3,0.39,0.98,11810.92,0
49,HR,27,6,165,3,0.77,0.86,12847.92,0
58,Marketing,22,6,132,2,0.63,0.46,12272.69,0
58,Engineering,17,6,175,2,0.63,0.46,14586.1,0
33,HR,15,8,257,2,0.16,0.91,11637.59,1
58,IT,20,10,172,4,0.79,0.46,15360.36,0
49,Sales,21,4,111,3,0.88,0.58,11334.12,0
36,HR,14,6,152,5,0.74,0.36,9729.36,0
27,HR,27,6,178,6,0.89,0.85,10171.46,0
41,IT,3,6,148,3,0.74,0.57,12679.43,0
35,Marketing,17,6,196,3,0.87,0.9,10408.59,0
23,Sales,3,5,112,3,0.73,0.5,8835.28,0
30,HR,13,4,159,2,0.72,0.85,10503.42,0
58,Engineering,25,0,225,4,0.39,0.84,13189.99,0
41,HR,18,3,145,5,0.69,0.45,10589.58,0
47,Sales,1,7,171,2,0.82,0.56,12117.69,0
50,HR,7,5,170,4,0.69,0.42,10886.83,0
22,IT,29,4,171,3,0.71,0.79,10880.43,0
56,HR,23,2,279,4,0.3,0.91,11455.66,1
27,HR,5,6,203,2,0.16,0.89,10168.07,1
58,Engineering,2,7,192,3,0.85,0.97,15202.72,0
26,IT,17,6,242,2,0.29,0.8,11169.0,1
54,IT,29,4,159,5,0.92,0.71,14710.81,0
35,HR,21,5,132,3,0.71,0.41,9777.38,0
33,Engineering,10,5,158,4,0.81,0.8,12796.0,0
41,HR,4,6,257,2,0.35,0.96,11996.76,1
45,HR,9,1,234,6,0.24,0.97,10330.63,0
55,Sales,21,6,194,4,0.77,0.57,12234.81,0
46,Sales,11,4,175,4,0.99,0.89,11561.43,0
50,Engineering,26,8,152,3,0.65,0.52,13769.02,0
52,Marketing,12,5,167,4,0.73,0.43,11430.6,0
44,Sales,12,8,148,2,0.76,0.89,12863.02,0
59,Marketing,18,4,157,6,0.75,0.72,12720.98,0
41,IT,4,4,165,5,0.97,0.72,12577.97,0
44,Sales,29,9,167,6,0.75,0.86,13592.57,0
37,Sales,28,6,249,2,0.1,1.0,11259.48,1
29,Engineering,9,3,215,3,0.3,0.87,11603.11,0
42,Marketing,8,8,175,2,0.8,0.89,13086.23,0
22,Sales,19,3,163,4,0.96,0.76,9257.43,0
29,Sales,24,6,248,3,0.39,0.98,9771.63,1
50,Engineering,13,11,261,5,0.33,0.99,16672.23,1
53,Engineering,2,1,170,5,0.91,0.96,12703.66,0
59,Marketing,19,4,235,2,0.34,0.87,11918.26,1
26,IT,14,6,167,4,0.7,0.33,11451.3,0
43,IT,5,7,101,5,0.88,0.39,12931.3,0
55,HR,27,1,159,6,0.89,0.4,10878.38,0
22,Sales,28,0,139,3,0.93,0.96,7947.21,0
47,Marketing,26,8,128,6,0.82,0.57,12338.79,0
31,Sales,10,3,174,5,0.93,0.77,9466.62,0
51,Marketing,24,3,167,5,0.77,0.55,10786.76,0
39,Marketing,17,10,167,2,0.66,0.54,11982.2,0
38,Marketing,20,5,184,2,0.75,0.83,11008.98,0
47,Sales,16,5,240,3,0.35,0.8,11146.88,0
29,Engineering,17,4,227,2,0.33,0.93,11490.93,0
33,Sales,1,1,240,4,0.27,0.91,8518.2,1
48,Marketing,28,7,261,3,0.23,0.83,13522.36,1
29,HR,21,6,142,4,0.78,0.38,9399.04,0
46,IT,22,6,138,2,0.71,0.73,12819.42,0
25,Marketing,15,5,188,3,0.91,0.83,9913.99,0
54,HR,17,4,195,5,0.7,0.89,11996.68,0
22,Engineering,11,4,150,6,0.63,0.53,9953.93,0
40,Marketing,22,5,154,5,0.8,0.37,10470.14,0
52,HR,5,5,139,4,0.73,0.56,11305.31,0
37,Marketing,4,7,235,5,0.23,0.94,12659.75,0
35,Sales,26,6,245,5,0.21,0.99,12293.55,1
26,HR,21,8,134,6,0.81,0.37,9472.87,0
47,Sales,24,0,181,6,0.9,0.75,9636.87,0
49,Sales,9,6,265,5,0.34,0.87,12168.06,1
23,HR,27,3,217,6,0.28,0.9,8759.7,1
27,IT,16,2,228,5,0.98,0.78,10909.58,0
30,HR,12,4,239,3,0.18,0.88,9708.18,0
54,IT,18,5,172,5,0.96,0.87,13554.14,0
46,Marketing,22,5,187,2,0.96,0.95,12049.47,0
34,Marketing,3,0,144,6,0.72,0.97,8603.72,0
30,HR,15,3,142,6,0.72,0.42,9270.2,0
34,Marketing,18,6,142,4,0.78,0.81,11124.91,0
52,Engineering,12,2,143,4,0.84,0.55,12100.61,0
32,Sales,13,2,142,2,0.96,0.72,8986.24,0
25,Sales,1,0,166,6,0.87,0.37,7355.88,0
55,IT,4,3,285,6,0.27,0.97,13292.22,1
59,Marketing,8,2,177,4,0.63,0.4,10914.27,0
25,IT,19,2,153,4,0.66,0.54,9569.05,0
59,Sales,21,4,173,5,0.82,0.76,11953.96,0
40,Sales,26,3,183,6,0.85,0.72,10111.16,0
27,Marketing,21,2,137,6,0.81,0.88,8524.12,0
55,Engineering,5,0,274,5,0.23,0.85,13403.81,1
39,Engineering,11,6,178,6,0.84,0.99,12970.24,0
34,Marketing,25,7,151,2,0.61,0.58,10186.7,0
44,Marketing,24,4,166,4,0.86,0.86,11659.93,0
40,IT,24,4,201,4,0.84,0.99,12366.95,0
32,Marketing,29,5,243,4,0.3,0.83,9810.26,1
22,Engineering,29,4,172,3,0.93,0.79,10920.99,0
45,Marketing,17,0,234,2,0.11,0.99,10316.1,1
28,IT,17,4,134,2,0.73,0.58,11072.74,0
46,IT,2,0,176,5,0.86,0.44,10966.61,0
42,IT,24,6,207,3,0.17,0.81,13185.47,1
36,IT,26,5,177,6,0.98,0.76,12393.61,0
22,HR,1,4,221,2,0.25,0.8,8689.96,1
33,Marketing,4,5,228,3,0.14,0.88,10146.15,1
28,Sales,9,8,164,3,0.73,0.47,10735.33,0
36,Marketing,2,7,179,2,0.97,0.8,11585.1,0
42,HR,3,7,157,5,0.92,0.73,11732.17,0
40,IT,27,2,179,3,0.83,0.71,11908.52,0
50,HR,6,9,169,4,0.79,0.95,13877.14,0
46,Engineering,13,3,148,3,0.78,0.44,12344.01,0
54,Engineering,15,3,197,6,0.11,0.98,13185.7,0
53,Marketing,11,6,275,2,0.4,0.84,12740.51,1
56,Marketing,10,6,175,6,0.85,0.53,13016.0,0
59,Sales,3,2,182,5,0.83,0.88,13106.33,0
47,Sales,20,4,189,4,0.74,0.49,10619.09,0
32,Engineering,9,9,209,2,0.87,0.89,13265.95,0
56,IT,25,1,165,3,0.79,0.46,12321.51,0
29,HR,10,9,291,4,0.3,0.89,10757.7,1
35,Sales,21,4,277,3,0.39,0.87,10300.81,1
31,Sales,23,0,192,5,0.82,0.76,7831.73,0
23,IT,25,1,151,2,0.91,0.84,9699.08,0
30,IT,24,2,191,5,0.96,0.83,10247.27,0
24,Marketing,27,3,243,5,0.36,0.83,9050.57,1
42,HR,23,5,138,5,0.71,0.73,10999.04,0
47,IT,12,0,268,5,0.37,0.89,11818.35,1
29,Sales,8,6,253,3,0.19,0.99,11453.2,1
23,Sales,21,2,184,6,0.85,0.94,8809.07,0
27,Engineering,21,9,249,3,0.15,0.91,13668.4,1
49,IT,21,4,209,4,0.71,0.93,13681.0,0
50,Marketing,17,8,230,5,0.15,0.93,13660.37,1
47,HR,22,8,135,4,0.64,0.58,11832.84,0
46,Marketing,5,8,110,3,0.91,0.92,12498.16,0
33,Sales,24,3,148,5,0.63,0.47,9144.54,0
26,Marketing,8,3,172,3,0.77,0.99,10092.82,0
55,Sales,18,4,276,5,0.15,0.96,12432.66,1
58,Sales,11,7,185,3,0.74,0.76,12697.87,0
36,Sales,22,3,121,2,0.84,0.39,9487.58,0
57,Sales,28,5,233,6,0.13,0.89,13017.8,1
36,Sales,27,6,164,6,0.67,0.58,10292.83,1
44,Engineering,10,2,239,5,0.39,1.0,12309.65,1
27,Marketing,26,2,190,2,0.76,0.8,8468.6,0
42,Engineering,15,5,163,4,0.7,0.59,12835.87,0
44,Engineering,6,5,267,2,0.16,0.98,13375.47,1
37,IT,19,6,142,5,0.85,0.35,11818.42,0
36,IT,17,7,162,2,0.62,0.5,11895.88,0
46,IT,23,2,203,4,0.9,0.73,12825.07,0
57,HR,10,3,198,5,0.76,0.72,12157.67,0
32,IT,5,2,136,6,0.68,0.37,8978.77,0
36,Marketing,28,9,168,2,0.87,0.8,12126.85,0
25,Engineering,16,5,143,6,0.85,0.36,10078.21,0
42,Marketing,12,5,249,6,0.24,0.81,11240.36,1
34,IT,26,5,162,3,0.99,0.94,12771.2,0
43,HR,21,3,149,4,0.78,0.53,10299.54,1
40,HR,27,10,191,2,0.76,0.87,13597.1,0
55,Engineering,24,6,193,6,0.94,0.96,14780.39,0
35,Marketing,28,5,177,6,0.88,0.42,9610.0,0
25,Sales,5,2,186,4,0.91,1.0,8190.67,0
48,Marketing,21,2,160,6,0.7,0.81,10654.14,0
50,IT,1,4,132,6,0.67,0.51,12564.35,0
49,Sales,2,3,158,6,0.73,0.92,12378.11,0
56,HR,5,2,166,6,0.68,0.49,10947.04,1
29,Engineering,23,4,196,3,0.93,0.96,12346.9,0
37,Engineering,19,4,183,3,0.94,0.97,11762.65,0
57,HR,28,5,278,5,0.1,0.99,12800.13,1
51,IT,15,3,147,2,0.64,0.42,12901.05,0
39,HR,1,2,184,4,0.78,0.79,9777.43,0
23,IT,11,2,244,5,0.1,0.86,10674.62,1
34,Sales,28,9,232,3,0.15,0.92,11522.46,1
25,HR,18,1,132,3,0.75,0.5,7428.57,0
47,IT,3,6,181,3,0.64,0.35,13026.23,0
46,Sales,28,7,117,5,0.67,0.45,11188.13,0
51,HR,9,5,202,3,0.12,0.81,12076.69,1
32,Engineering,24,10,235,5,0.14,0.94,13772.43,1
28,HR,4,7,187,3,1.0,0.82,10411.09,0
52,Marketing,24,11,152,6,0.85,0.44,13096.84,0
31,HR,13,3,213,6,0.32,0.83,9047.64,1
34,Marketing,9,3,151,2,0.65,0.43,9880.43,1
52,Sales,3,7,184,3,0.64,0.51,13137.45,0
28,HR,16,4,201,2,0.14,0.83,9820.58,1
57,Sales,22,10,244,5,0.28,1.0,14577.95,1
41,Sales,8,6,239,2,0.36,0.81,11440.32,0
25,IT,26,2,146,3,0.96,0.86,10730.67,0
28,Sales,7,0,163,5,0.79,0.79,8899.37,0
22,Sales,25,4,201,5,0.97,0.92,8964.2,0
34,HR,23,5,192,6,0.78,0.89,11208.13,0
43,HR,17,6,200,5,0.84,0.93,12277.01,0
42,Engineering,25,9,122,5,0.86,0.42,13769.9,0
43,IT,28,8,206,2,0.72,0.85,13108.74,1
49,Sales,16,3,226,5,0.39,0.9,11384.64,1
30,IT,21,1,174,4,0.84,0.9,10506.3,0
47,Marketing,22,1,171,6,0.98,0.9,10567.49,0
30,Sales,18,3,171,6,0.6,0.36,9581.44,0
36,IT,16,4,165,5,0.85,0.39,10870.37,0
31,Engineering,15,6,266,2,0.38,0.91,12455.37,1
45,Engineering,2,3,212,6,0.74,0.99,12954.29,0
29,Sales,29,6,188,6,0.74,0.78,10107.82,0
45,Marketing,20,6,203,4,0.95,0.85,11655.12,0
37,Engineering,4,5,161,5,0.71,0.58,12881.03,0
47,Engineering,5,2,171,6,0.74,0.87,12437.2,0
48,Marketing,7,6,165,6,0.87,0.44,11921.92,0
58,IT,29,11,192,6,0.92,0.98,16550.37,0
25,Engineering,27,6,153,6,0.73,0.35,10274.51,0
45,HR,28,0,127,2,0.66,0.31,9177.51,0
40,Engineering,15,9,114,3,0.61,0.55,13453.0,0
57,IT,17,3,202,4,0.97,0.72,13307.33,0
31,IT,10,12,191,2,0.99,0.88,13587.46,0
46,Sales,20,5,230,4,0.33,0.89,12109.82,0
39,HR,29,0,240,6,0.36,0.83,9618.48,0
40,IT,9,0,174,4,0.76,0.77,10717.21,0
57,Marketing,16,10,172,5,0.88,0.32,12877.65,0
31,HR,24,8,130,5,0.97,1.0,11673.26,0
54,HR,3,12,140,3,0.83,0.59,13223.43,0
26,Marketing,22,5,254,3,0.22,0.93,9828.34,1
56,Engineering,27,5,194,4,0.81,0.78,14231.57,0
55,Marketing,9,4,182,2,0.71,0.93,13430.37,0
54,Marketing,8,3,121,2,0.82,0.59,11483.61,0
42,Engineering,23,4,151,6,0.76,0.53,11808.62,0
38,Engineering,7,6,188,2,0.97,0.94,13116.11,0
43,Engineering,17,2,224,3,0.2,0.8,11645.41,0
58,Engineering,5,0,170,2,0.76,0.73,12658.46,0
36,Engineering,7,5,263,6,0.19,0.99,12598.63,1
56,Marketing,13,2,137,5,0.71,0.3,11120.51,0
49,Sales,18,0,172,2,0.73,0.72,10009.99,0
28,Sales,22,7,198,2,0.88,0.76,10410.75,0
53,IT,14,2,142,3,0.73,0.57,11653.91,0
32,Sales,18,7,176,4,0.85,0.82,11197.64,0
31,Sales,3,7,152,5,0.63,0.5,10075.96,0
30,Marketing,17,6,246,4,0.25,0.96,11658.32,1
35,Engineering,19,12,194,6,0.88,0.85,14476.09,0
34,Engineering,7,5,175,6,0.99,0.95,11865.15,0
46,Marketing,21,4,187,4,0.93,0.78,10812.44,0
23,Sales,4,5,156,3,0.66,0.58,9297.41,0
56,Marketing,15,5,243,3,0.18,0.87,13738.5,1
28,IT,29,8,276,3,0.17,0.92,13279.29,1
42,Engineering,28,1,124,5,0.6,0.32,10032.28,1
39,HR,24,1,180,6,0.73,0.83,9953.04,0
24,IT,8,6,150,6,0.67,0.47,11208.13,0
32,IT,16,2,193,6,0.93,0.79,10202.72,0
45,Marketing,1,7,200,5,0.14,0.81,12729.08,1
40,Sales,25,6,138,6,0.65,0.49,10424.72,0
25,Engineering,16,3,245,4,0.16,0.98,10756.77,1
47,HR,25,6,181,2,0.61,0.5,11630.38,0
59,IT,2,1,229,5,0.28,0.84,13923.56,0
53,HR,2,2,172,2,0.95,0.85,12361.12,0
57,Sales,8,4,274,4,0.4,0.95,12646.73,1
58,Sales,12,5,212,3,0.99,0.85,12768.78,0
54,HR,11,4,146,3,0.86,0.59,11505.37,0
57,Engineering,6,6,184,3,0.8,0.94,15269.01,0
24,Sales,19,6,121,5,0.65,0.4,9506.22,0
30,HR,28,10,204,3,0.98,0.74,11934.86,0
29,IT,18,5,284,5,0.14,0.87,11765.29,1
54,HR,5,9,167,5,0.87,0.76,13796.53,0
27,HR,15,8,169,2,0.84,0.92,10833.47,0
25,Marketing,8,7,261,3,0.18,0.8,10139.4,1
34,Sales,6,5,251,6,0.22,0.88,11095.04,1
23,Engineering,12,4,159,3,0.89,0.51,10148.91,0
26,Engineering,19,8,214,3,0.99,0.91,12076.74,0
48,Marketing,12,6,131,3,0.87,0.51,12169.29,0
53,Engineering,12,9,170,6,0.69,0.53,14265.87,0
42,HR,9,7,264,6,0.19,0.91,12197.96,1
29,Marketing,24,0,238,5,0.13,0.97,8211.77,1
59,IT,10,6,144,6,0.88,0.76,14239.25,0
29,Sales,22,6,256,5,0.2,0.87,10450.16,1
24,Sales,17,5,181,2,0.72,1.0,9543.46,0
24,Sales,18,5,176,5,0.81,0.89,9573.03,0
